abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"Is the ex-president confused about past events, or is it something else?",There’s been widespread attention on Donald Trump’s asserting that he would refuse to defend NATO allies he considers “delinquent” and even saying he might encourage Russia to attack them. A lot of the conversations I’ve heard have focused on the policy implications — on what it would mean for America to abandon its treaty obligations and treat NATO as a protection racket.,"{'main': 'Trump Is at Odds With NATO — and Reality', 'kicker': 'Paul Krugman', 'content_kicker': None, 'print_headline': 'Trump Is at Odds With NATO, and Reality', 'name': None, 'seo': None, 'sub': None}","['Trump, Donald J', 'North Atlantic Treaty Organization', 'Presidential Election of 2024', 'United States International Relations']",2024-02-16T00:00:10+0000,article,Opinion
We have to get past the idea that political conflicts are fights between good and evil.,"America is economically thriving but politically dysfunctional. We have the material, technological and military resources to remain the world’s leading superpower, but the current Congress is unable to make decisions about basic issues, like how to fix the immigration system or what role we should play in the world.","{'main': 'The Cure for What Ails Our Democracy', 'kicker': 'David Brooks', 'content_kicker': None, 'print_headline': 'The Cure for What Ails Our Democracy', 'name': None, 'seo': None, 'sub': None}","['Democracy (Theory and Philosophy)', 'Philosophy', 'Berlin, Isaiah', 'Trump, Donald J', 'United States Politics and Government']",2024-02-16T00:00:10+0000,article,Opinion
"Elizabeth Galvan, 43, who was fatally shot near Union Station in Kansas City, Mo., on Wednesday, was a mother of two and co-hosted a radio program that featured Tejano music.",Wednesday was a day that Elizabeth Galvan and thousands of Kansas City Chiefs fans had long awaited.,"{'main': 'Woman Killed in Kansas City Shooting Was a Popular Radio Host', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Kansas City, Mo, Shooting (Feb 14, 2024)', 'Fans (Persons)', 'Kansas']",2024-02-16T00:08:15+0000,article,U.S.
"Israel says Hamas routinely operates within — and beneath — places like Nasser hospital in Khan Younis, using them as shields, and has held Israeli hostages there. The group denies the charges.","The Israeli military on Thursday raided the largest hospital still functioning in the Gaza Strip, in what it called a search for Hamas fighters and the bodies of hostages. Many people who had sought shelter there were forced to flee from combat once again. ","{'main': 'Palestinians Flee as Israeli Forces Raid a Major Hospital in Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israelis Breach Hospital In Gaza That Was Refuge', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Israel', 'Defense and Military Forces', 'Gaza Strip', 'Khan Younis (Gaza Strip)', 'Palestinians', 'Civilian Casualties', 'Refugees and Displaced Persons', 'Terrorism', 'Hamas', 'Kidnapping and Hostages', 'Hospitals', 'War Crimes, Genocide and Crimes Against Humanity', 'Doctors Without Borders', 'Hezbollah', 'Lebanon']",2024-02-16T00:30:12+0000,article,World
"Defense lawyers argue a romance between the Fulton County district attorney, Fani T. Willis, and the special prosecutor she hired to handle the election interference case in Georgia should disqualify them.","A case charging former President Donald J. Trump and his allies with trying to subvert the 2020 election results in Georgia took a detour on Thursday into the details of the prosecutors’ romantic and financial lives  — their sleeping arrangements, vacations and private bank accounts — in an unusual and highly contentious hearing.","{'main': 'D.A. Denies Improper Relationship With Special Trump Prosecutor', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sparks Fly as D.A. in Georgia  Is Grilled on Her Relationship', 'name': None, 'seo': None, 'sub': None}","['Georgia Criminal Case Against Trump (2020 Election)', 'Willis, Fani T', 'Wade, Nathan J', 'Fulton County (Ga)', 'Georgia', 'Legal Profession', 'Conflicts of Interest', 'District Attorneys', 'Trump, Donald J', 'Roman, Mike (1972- )']",2024-02-16T00:35:26+0000,article,U.S.
"Health care workers shared videos of a chaotic scene at Nasser Medical Center in Khan Younis, Gaza Strip, as Israeli troops raided the hospital and ordered people to evacuate on Thursday.","Health care workers shared videos of a chaotic scene at Nasser Medical Center in Khan Younis, Gaza Strip, as Israeli troops raided the hospital and ordered people to evacuate on Thursday.","{'main': 'Israeli Military Raids One of Gaza’s Last Functioning Hospitals', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Khan Younis (Gaza Strip)', 'Palestinians', 'Evacuations and Evacuees', 'Hospitals', 'Defense and Military Forces', 'Israel', 'Refugees and Displaced Persons', 'Hamas', 'Terrorism', 'Civilian Casualties', 'Kidnapping and Hostages', 'Gaza Strip']",2024-02-16T00:57:59+0000,multimedia,World
"The case, brought by the New York attorney general, Letitia James, accused leaders of the National Rifle Association of corruption and misspending.","Lawyers for New York State concluded their case against the National Rifle Association on Thursday, bringing an end to a closely watched civil showdown that accused leaders of the nation’s most prominent gun rights group of financial misconduct and corruption.","{'main': 'Lawyers in N.R.A. Trial Deliver Closing Arguments, Sending Case to Jury', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lawyers in N.R.A. Misconduct Trial Deliver Closing Arguments to the Jury', 'name': None, 'seo': None, 'sub': None}","['Second Amendment (US Constitution)', 'Nonprofit Organizations', 'National Rifle Assn', 'James, Letitia', 'LaPierre, Wayne']",2024-02-16T01:04:30+0000,article,New York
"Ms. Willis, the district attorney overseeing the Georgia prosecution of Donald J. Trump, searingly refuted allegations that she had a disqualifying conflict of interest.","Fani T. Willis walked unaccompanied through the front door of a Fulton County courtroom on Thursday afternoon in a bright magenta dress and announced she was ready to testify. She was interrupting her lawyer, who at that very moment was trying to convince a judge that she should not have to testify at all.","{'main': 'With Everything on the Line, Fani Willis Delivered Raw Testimony', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Willis, Fani T', 'Trump, Donald J', 'Presidential Election of 2020', 'Georgia', 'Fulton County (Ga)', 'Wade, Nathan J', 'Conflicts of Interest', 'Special Prosecutors (Independent Counsel)', 'District Attorneys']",2024-02-16T01:38:20+0000,article,U.S.
"St. Patrick’s Cathedral was the site of protests over the church’s position on homosexuality and AIDS. On Thursday, it hosted a jubilant funeral for Cecilia Gentili, a former sex worker and actress.","The pews of St. Patrick’s Cathedral were packed on Thursday for an event with no likely precedent in Catholic history: the funeral of Cecilia Gentili, a transgender activist and actress, former sex worker and self-professed atheist whose memorial functioned as both a celebration of her life and an exuberant piece of political theater.","{'main': 'Mourning a Transgender Activist at a Cathedral That Once Drew Protests', 'kicker': None, 'content_kicker': None, 'print_headline': 'Celebration at St. Patrick’s For a Transgender Activist', 'name': None, 'seo': None, 'sub': None}","['Homosexuality and Bisexuality', 'Demonstrations, Protests and Riots', 'Funerals and Memorials', 'Priests', 'Cardinals (Roman Catholic Prelates)', ""St Patrick's Cathedral (Manhattan, NY)"", 'Cardinal, John Jr', 'Martin, James A', 'New York City', 'Gentili, Cecilia (1972-2024)']",2024-02-16T01:56:32+0000,article,New York
The loss of two seats came as Prime Minister Rishi Sunak deals with a shrinking economy and discontent over a crisis gripping the country’s health system.,"Britain’s governing Conservative Party has suffered crushing defeats in two parliamentary elections in a new blow to its embattled leader, Prime Minister Rishi Sunak, whose future has been questioned by critics within his fractious political party.","{'main': 'Conservatives Suffer Setback in Parliamentary Elections in Britain', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Elections', 'Politics and Government', 'Conservative Party (Great Britain)', 'Labour Party (Great Britain)', 'Starmer, Keir', 'Sunak, Rishi (1980- )', 'Great Britain']",2024-02-16T02:05:52+0000,article,World
