abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
Nikki Haley is the only thing saving us from a full year of just Trump vs. Biden.,Two possible ways of looking at New Hampshire’s vote:,"{'main': 'Poor Nikki, Poor Us', 'kicker': 'Gail Collins', 'content_kicker': None, 'print_headline': 'Poor Nikki, Poor Us', 'name': None, 'seo': None, 'sub': None}","['Presidential Election of 2024', 'Haley, Nikki R', 'Trump, Donald J', 'Primaries and Caucuses', 'Biden, Joseph R Jr', 'Republican Party']",2024-01-25T00:00:07+0000,article,Opinion
Replicating the chip-making power of T.S.M.C. in the United States will be much harder than Americans realize.,"“If China takes Taiwan, they will turn the world off, potentially,” Donald Trump told Fox News recently, apparently referring to a potential seizure of one company that is central to, well, pretty much everything. Indeed, it’s arguably the most important company in the world.","{'main': 'Visiting the Most Important Company in the World', 'kicker': 'Nicholas Kristof', 'content_kicker': None, 'print_headline': 'Visiting the Most Important Company in the World', 'name': None, 'seo': None, 'sub': None}","['Taiwan Semiconductor Manufacturing Company Ltd', 'Computer Chips', 'Factories and Manufacturing', 'Politics and Government', 'United States International Relations', 'United States Economy', 'Supply Chain', 'Cyberwarfare and Defense', 'International Trade and World Market', 'Defense and Military Forces', 'Chang, Morris', 'Liu, Mark (Technology Executive)', 'Taiwan', 'China']",2024-01-25T00:00:07+0000,article,Opinion
"By staying in the race, she’s softening him up for the general election.","Nikki Haley absorbed a double-digit loss to Donald Trump in the New Hampshire Republican primary, but vowed to soldier on: “This race is far from over,” she said Tuesday night. But in truth, as the saying goes, it’s all over but the shouting.","{'main': 'Haley Can’t Beat Trump, but She Can Sting Him', 'kicker': 'Charles M. Blow', 'content_kicker': None, 'print_headline': 'Haley Can’t Beat Trump, but She Can Sting Him', 'name': None, 'seo': None, 'sub': None}","['New Hampshire', 'Biden, Joseph R Jr', 'Presidential Election of 2024', 'Republican Party', 'Haley, Nikki R', 'Trump, Donald J', 'Primaries and Caucuses', 'United States Politics and Government']",2024-01-25T00:00:09+0000,article,Opinion
"Just 22 when she charmed the festival crowd, she went on to enjoy success with songs like “Lay Down (Candles in the Rain)” and “Brand New Key.”","Melanie, the husky-voiced singer and songwriter who was one of the surprise stars of the Woodstock music festival in 1969 and two years later had a No. 1 single with the disarmingly childlike “Brand New Key,” died on Tuesday. She was 76.","{'main': 'Melanie, Singer Who Made a Solo Splash at Woodstock, Dies at 76', 'kicker': None, 'content_kicker': None, 'print_headline': 'Melanie, Singer Who Made a Solo Splash at Woodstock, Dies at 76', 'name': None, 'seo': None, 'sub': None}","['Melanie (1947-2024)', 'Deaths (Obituaries)', 'Woodstock Music Festivals', 'Pop and Rock Music', 'Folk Music']",2024-01-25T00:01:41+0000,article,Arts
Employees at its Washington State factory are said to have removed the door plug for further work before the plane was delivered to Alaska Airlines.,"Nearly three weeks after a hole blew open on a Boeing 737 Max 9 during an Alaska Airlines flight, terrifying passengers, new details about the jet’s production are intensifying scrutiny of Boeing’s quality-control practices.","{'main': 'Boeing Reinstalled Panel That Later Blew Out of 737 Max Jet', 'kicker': None, 'content_kicker': None, 'print_headline': 'Door Plug Was Serviced Before Airline Received Jet', 'name': None, 'seo': None, 'sub': None}","['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters', 'Boeing Company', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'United States Politics and Government', 'Factories and Manufacturing', 'Regulation and Deregulation of Industry', 'ALASKA AIRLINES', 'Federal Aviation Administration', 'National Transportation Safety Board', 'Spirit AeroSystems Inc', 'United Airlines', 'Wichita (Kan)', 'Washington (State)']",2024-01-25T00:03:54+0000,article,Business Day
"The music-streaming platform’s new “daylist” feature serves users three personalized playlists a day, with titles ranging from quirky to bewildering.","Have your Sunday scaries ever given way to a “Nervous Ocean Monday Morning”? Does the weekend truly begin on Friday, or on a “Wild and Free Chaotic Thursday Afternoon”? How should one dress for a “Paranormal Dark Cabaret Evening”?","{'main': 'That Spotify Daylist That Really ‘Gets’ You? It Was Written by A.I.', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Spotify', 'Audio Recordings, Downloads and Streaming', 'Social Media', 'Artificial Intelligence', 'Music']",2024-01-25T00:10:00+0000,article,Style
"Shawn Fain, the U.A.W. president, said that President Biden had earned the union’s endorsement when he joined striking members on the picket line last fall in an unprecedented show of support by a sitting president.","Shawn Fain, the U.A.W. president, said that President Biden had earned the union’s endorsement when he joined striking members on the picket line last fall in an unprecedented show of support by a sitting president.","{'main': 'United Automobile Workers Union Endorses Biden’s Re-Election Bid', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Biden, Joseph R Jr', 'Presidential Election of 2024', 'United Automobile Workers', 'Endorsements', 'Fain, Shawn', 'Organized Labor', 'United States Politics and Government']",2024-01-25T00:19:12+0000,multimedia,U.S.
United Nations officials said a building that was being used as a shelter by about 800 people had been “clearly marked” as one of their facilities. Israel denied responsibility.,"Israeli forces pushed deeper into southern Gaza’s largest city on Wednesday, surrounding two major hospitals where thousands of people were seeking safety as a strike on a United Nations shelter killed at least nine people, according to U.N. officials and local health officials.","{'main': 'U.N. Shelter in Besieged Khan Younis Is Struck, and at Least 9 Die', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Says Strike on Gaza Shelter Kills at Least 9 as Fighting in South Escalates', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Khan Younis (Gaza Strip)', 'Civilian Casualties', 'Deaths (Fatalities)', 'Refugees and Displaced Persons', 'Palestinians', 'Gaza Strip', 'Israel', 'Defense and Military Forces', 'Hamas', 'Terrorism', 'United Nations', 'International Relations']",2024-01-25T01:00:16+0000,article,World
A call for a wellness check led the authorities to the gruesome discovery.,A call for a wellness check led the authorities in Southern California to make a gruesome discovery this week: They found six bodies at a remote crossroads in the Mojave Desert.,"{'main': 'Six Bodies Found in Mojave Desert in Southern California', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Deserts', 'Crime and Criminals', 'Mojave Desert (Calif)', 'San Bernardino County (Calif)', 'California', 'Deaths (Fatalities)']",2024-01-25T01:15:48+0000,article,U.S.
Republicans and some Democrats tried to repeal a waiver issued by the Biden administration that allows federally funded E.V. chargers to be made from imported iron and steel.,President Biden on Wednesday vetoed a Republican-led effort that could have thwarted the administration’s plans to invest $7.5 billion to build electric vehicle charging stations across the country.,"{'main': 'Biden Vetoes Republican Measure to Block Electric Vehicle Charging Stations', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden Vetoes Measure to Block E.V. Charging Stations', 'name': None, 'seo': None, 'sub': None}","['Global Warming', 'Greenhouse Gas Emissions', 'Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Presidential Election of 2024', 'Infrastructure Investment and Jobs Act (2021)', 'Inflation Reduction Act of 2022', 'Supply Chain', 'Biden, Joseph R Jr', 'House of Representatives', 'Senate']",2024-01-25T01:41:13+0000,article,Climate
