abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"A member of the family that founded Kohl’s department stores, he guarded federal budgets as a U.S. senator while spending lavishly to revive the N.B.A. team he owned.","Herbert H. Kohl, a Wisconsin Democrat who kept watch over federal budgets in four terms as a United States senator, but who as the die-hard owner of the National Basketball Association’s often mediocre Milwaukee Bucks spent lavishly to keep the team afloat in his hometown, died on Wednesday afternoon at his home in Milwaukee. He was 88. ","{'main': 'Herbert Kohl, Former Wisconsin Senator and Milwaukee Bucks Owner, Dies at 88', 'kicker': None, 'content_kicker': None, 'print_headline': 'Herbert Kohl, 88, Former U.S. Senator and Milwaukee Bucks Owner, Dies', 'name': None, 'seo': None, 'sub': None}","['Kohl, Herbert H', 'Deaths (Obituaries)', 'Wisconsin', 'Senate', 'Democratic Party', 'United States Politics and Government', 'Basketball', 'Milwaukee Bucks', 'Shopping and Retail', ""Kohl's Corporation""]",2023-12-28T00:15:33+0000,article,U.S.
"As the executive of the European Union for a decade, he oversaw its increasing economic integration and led the drive for a single currency, the euro.","Jacques Delors, a hard-driving French politician who as the European Union’s executive for a decade became the chief architect of a more unified Europe and the father of Europe’s common currency, the euro, died on Wednesday at his home in Paris. He was 98. ","{'main': 'Jacques Delors, Passionate Architect of European Unity, Dies at 98', 'kicker': None, 'content_kicker': None, 'print_headline': 'Jacques Delors, 98, Former Chief of the European Commission, Is Dead', 'name': None, 'seo': None, 'sub': None}","['Delors, Jacques', 'Deaths (Obituaries)', 'Euro (Currency)', 'Economic Conditions and Trends', 'Politics and Government', 'European Union', 'European Commission', 'Eurozone', 'Socialist Party (France)', 'Mitterrand, Francois', 'France', 'Europe']",2023-12-28T00:15:42+0000,article,World
"As rockets from Iranian-backed Hezbollah forces streamed in from Lebanon, Israeli officials said they were prepared to take the war to a second front.","As Israel pounded targets in the Gaza Strip from the air and sea on Wednesday, a member of the country’s war cabinet threatened action on a second front, along the border with Lebanon, where the Iranian-backed militia Hezbollah has fired rocket barrages into Israel.","{'main': 'Israel Warns That Time for Diplomacy With Lebanon Is ‘Running Out’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Israeli Officials Threaten to Take the War to a Second Front', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Israel', 'Defense and Military Forces', 'Lebanon', 'Hezbollah', 'Gaza Strip', 'Hamas', 'Terrorism', 'Palestinians', 'Iran', 'International Relations']",2023-12-28T01:00:14+0000,article,World
"He is best known for crawling along the entirety of Broadway in Manhattan wearing a Superman costume, a work that blended satire and resistance.","Pope.L, an uncompromising conceptual and performance artist who explored themes of race, class and what he called “have-not-ness,” and who was best known for crawling the length of Broadway in a Superman costume, died on Saturday at his home in Chicago. He was 68.","{'main': 'Pope.L, Provocative Performance Artist, Dies at 68', 'kicker': None, 'content_kicker': None, 'print_headline': 'Pope.L, 68, Artist  Who Took a Stand  By Crawling, Is Dead', 'name': None, 'seo': None, 'sub': None}","['Pope.L, William (1955- )', 'Deaths (Obituaries)', 'Art', 'Performance Art', 'Black People', 'Blacks', 'Bates College', 'Mitchell-Innes & Nash', 'University of Chicago', 'New York City']",2023-12-28T01:07:59+0000,article,Arts
"A woman serving a five-year sentence for setting fire to an abortion clinic in Casper, Wyo., in 2022 has been ordered to pay restitution to the clinic and its insurance company.","A federal judge has ordered a woman serving a five-year sentence for setting fire to an abortion clinic in Wyoming last year to pay nearly $300,000 in restitution, according to documents filed in the U.S. District Court in Wyoming.","{'main': 'Arsonist Ordered to Pay Nearly $300,000 for Damages to Wyoming Abortion Clinic', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Arson', 'Fires and Firefighters', 'Abortion', 'Compensation for Damages (Law)', 'Casper (Wyo)', 'Wyoming']",2023-12-28T01:58:48+0000,article,U.S.
Kiran Pandey loves the movies.,Jump to: Today’s Theme | Tricky Clues,"{'main': 'Four Seasons in One Day', 'kicker': 'wordplay, the crossword column', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Crossword Puzzles', 'Games']",2023-12-28T03:00:08+0000,article,Crosswords & Games
"Facing a strong primary challenger and the fallout from the “Beetlejuice” scandal, Ms. Boebert is turning to a more conservative district in hopes of victory.","Representative Lauren Boebert, a far-right House Republican, announced on Wednesday that she would run in a more conservative district in Colorado — seeking to increase her chances after a strong primary challenger emerged in her district.","{'main': 'Lauren Boebert, Far-Right Firebrand, Is Switching House Districts in Colorado', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Boebert, Lauren', 'Buck, Ken', 'Republican Party', 'Right-Wing Extremism and Alt-Right', 'Conservatism (US Politics)', 'United States Politics and Government', 'Elections, House of Representatives', 'Colorado']",2023-12-28T03:32:25+0000,article,U.S.
"A pointed question, at a town hall in New Hampshire, raises a complicated topic for Nikki Haley, who as governor of South Carolina wrestled with issues stemming from the Confederacy.","Nikki Haley, the Republican presidential candidate and former governor of South Carolina who for years has wrestled with how to approach issues of race, slavery and the Confederacy, found herself again confronted with those subjects at a town hall event on Wednesday in New Hampshire, hundreds of miles north of the Mason-Dixon line.","{'main': 'Haley, Asked About the Cause of the Civil War, Avoids Mentioning Slavery', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Haley, Nikki R', 'Presidential Election of 2024', 'New Hampshire', 'Civil War (US) (1861-65)', 'Slavery (Historical)', 'Primaries and Caucuses', 'Republican Party']",2023-12-28T04:56:49+0000,article,U.S.
Concerns about Israel’s military objectives.,"Skepticism is growing over one of Israel’s key objectives: to eliminate Hamas, the Islamist political and military organization that maintains control over the Gaza Strip. Increasingly, critics such as President Emmanuel Macron of France are questioning whether resolving to destroy such a deeply entrenched organization was ever realistic.","{'main': 'Thursday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2023-12-28T05:57:01+0000,article,Briefing
"Discussion about removing the “Tribute to the Women of the Southern Confederacy” memorial in Jacksonville started in 2020, after the killing of George Floyd.","A Confederate monument was taken down in Jacksonville, Fla., on Wednesday, after an order by the city’s mayor ended years of debate, as officials around the United States reckon with memorials on public property that commemorate the Confederacy.","{'main': 'Confederate Monument Is Taken Down in Florida', 'kicker': None, 'content_kicker': None, 'print_headline': 'Monument to Confederacy Is Removed in Jacksonville', 'name': None, 'seo': None, 'sub': None}","['George Floyd Protests (2020)', 'Jacksonville (Fla)']",2023-12-28T06:25:49+0000,article,U.S.
