abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
"Two activists poured the powder over the protective case at the National Archives Museum last month to call attention to climate change, prosecutors said.","Two climate activists who dumped red powder over the display case that contains the U.S. Constitution at the National Archives Museum last month were charged on Thursday with destruction of government property, prosecutors said.","{'main': '2 Charged After Pouring Red Powder Over Case Holding U.S. Constitution', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Demonstrations, Protests and Riots', 'Constitution (US)', 'Archives and Records', 'Global Warming', 'Museums', 'National Archives Museum (Washington, DC)', 'Vandalism']",2024-03-02T00:11:47+0000,article,U.S.
The Smokehouse Creek fire in the Texas Panhandle is now one of the largest fires the country has faced. Here are five of the others.,"Fueled by dry grass, harsh winds and unseasonably warm temperatures, the Smokehouse Creek fire in the Texas Panhandle has now burned more than 1.1 million acres, making it the largest fire in the state’s recorded history.","{'main': 'What Are the Largest Wildfires in U.S. History?', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Wildfires', 'Fires and Firefighters']",2024-03-02T00:21:47+0000,article,U.S.
"Michael Regan, the E.P.A. administrator, said the Biden administration would meet its climate goals despite tweaking regulations on automobiles and power plants","President Biden’s climate ambitions are colliding with political and legal realities, forcing his administration to recalibrate two of its main tools to cut the emissions that are heating the planet.","{'main': 'Inside the E.P.A. Decision to Narrow Two Big Climate Rules', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Global Warming', 'Greenhouse Gas Emissions', 'Regulation and Deregulation of Industry', 'Environment', 'Carbon Dioxide', 'Air Pollution', 'Fuel Emissions (Transportation)', 'Carbon Capture and Sequestration', 'Environmental Protection Agency', 'Regan, Michael S (1976- )']",2024-03-02T00:26:14+0000,article,Climate
"In a visit to the White House by Italy’s far-right prime minister, Giorgia Meloni, the president declared that “we have each other’s backs” and “we also have Ukraine’s back.”","President Biden turned to an unlikely ally on Friday in his drive to build support for Ukraine’s war effort as U.S. aid falters, declaring during a White House visit by the far-right prime minister of Italy that the two leaders “have each other’s backs” and “have Ukraine’s back.”","{'main': 'Biden Unites With an Unlikely Ally to Champion Ukraine', 'kicker': None, 'content_kicker': None, 'print_headline': 'Biden Unites With Italy’s Far-Right Leader, an Unlikely Ally on Ukraine War', 'name': None, 'seo': None, 'sub': None}","['United States Politics and Government', 'United States International Relations', 'Russian Invasion of Ukraine (2022)', 'Biden, Joseph R Jr', 'Meloni, Giorgia (1977- )', 'Ukraine', 'Italy']",2024-03-02T00:28:13+0000,article,U.S.
"Leaders from The Associated Press, Reuters and others called for the safety of the Palestinian media workers doing the on-the-ground reporting.",Nearly 60 leaders from international and regional news outlets signed a letter on Thursday and Friday committing their support for journalists covering the war in Gaza and calling for their safety and the freedom to do their work amid intense personal risk.,"{'main': 'News Leaders Around the World Pledge Support for Journalists in Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Israel-Gaza War (2023- )', 'Committee to Protect Journalists', 'Palestinians', 'Gaza Strip', 'Thomson Reuters Corporation', 'Associated Press']",2024-03-02T00:34:52+0000,article,World
"Ordinary Iranians, fed up with a faltering economy and the government’s oppressive rules and violent crackdowns on peaceful protests, heeded calls to stay home.","Iran held parliamentary elections on Friday, but despite officials’ last-minute attempts to increase voter turnout with pleas on social media and roses at polling stations, many people stayed away from the ballot in an act of protest against the government, according to witnesses, interviews and news reports.","{'main': 'Many Iranians Boycott Vote, Despite Officials’ Pleas and Roses at Polls', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Boycotts', 'Elections', 'Iran', 'Demonstrations, Protests and Riots', 'Legislatures and Parliaments', 'AHMADINEJAD, MAHMOUD', 'Amini, Mahsa (2000-22)', 'Khamenei, Ali', 'Khatami, Mohammad', 'Mohammadi, Narges (1972- )', 'Rouhani, Hassan', 'Tehran (Iran)', 'Isfahan (Iran)', 'Shiraz (Iran)']",2024-03-02T00:40:20+0000,article,World
"She came to fame in the fashion world in her 80s and 90s, and her wildly eclectic closet of clothes formed a hit exhibition at the Metropolitan Museum of Art.","Iris Apfel, a New York society matron and interior designer who late in life knocked the socks off the fashion world with a brash bohemian style that mixed hippie vintage and haute couture, found treasures in flea markets and reveled in contradictions, died on Friday at her home in Palm Beach, Fla. She was 102.","{'main': 'Iris Apfel, Eye-Catcher With a Kaleidoscopic Wardrobe, Dies at 102', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iris Apfel, 102, Dies; Vibrant Trendsetter With Dazzling Style', 'name': None, 'seo': None, 'sub': None}","['Apfel, Iris', 'Deaths (Obituaries)', 'Apfel, Carl (1914-2015)', 'Fashion and Apparel', 'Costume Institute', 'Metropolitan Museum of Art', 'Interior Design and Furnishings']",2024-03-02T00:43:20+0000,article,Fashion & Style
"Oregon removed criminal penalties for possessing street drugs in 2020. But amid soaring overdose deaths, state lawmakers have voted to bring back some restrictions.","Three years ago, when Oregon voters approved a pioneering plan to decriminalize hard drugs, advocates looking to halt the jailing of drug users believed they were on the edge of a revolution that would soon sweep across the country.","{'main': 'Oregon Is Recriminalizing Drugs, Dealing Setback to Reform Movement', 'kicker': None, 'content_kicker': None, 'print_headline': 'An Experiment Fails as Oregon Is Set to Recriminalize Hard Drugs', 'name': None, 'seo': None, 'sub': None}","['Drug Abuse and Traffic', 'Law and Legislation', 'State Legislatures', 'Fentanyl', 'Drug Policy Alliance', 'Kotek, Tina', 'Oregon', 'Portland (Ore)']",2024-03-02T01:19:42+0000,article,U.S.
"Laken Riley, whose death became enmeshed in the nation’s bitter debate over immigration, was remembered as a warm and caring woman who “shined so bright.”","More than 1,000 mourners braved the rain and blustery chill outside to pack the Woodstock City Church on Friday for the funeral of Laken Riley, the 22-year-old nursing student killed last week on the University of Georgia campus, 70 miles away.","{'main': 'More Than a Thousand Mourners Pack Church to Honor Student Killed in Georgia', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Funerals and Memorials', 'Murders, Attempted Murders and Homicides', 'University of Georgia', 'Riley, Laken', 'Georgia']",2024-03-02T01:20:59+0000,article,U.S.
"The U.S. Department of Education said it had opened an investigation into whether a high school “failed to appropriately respond” to reports of harassment of Nex Benedict, who died a day after a fight in a school bathroom.","The U.S. Department of Education said on Friday that it had opened an investigation into the Oklahoma school district where a 16-year-old student, Nex Benedict, died a day after an altercation inside a high school bathroom.","{'main': 'Federal Regulators to Review Nonbinary Student’s Death in Oklahoma', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Transgender', 'Education (K-12)', 'Education (Secondary)', 'Human Rights and Human Rights Violations', 'Education Department (US)', 'Human Rights Campaign', 'Benedict, Nex (d 2024)', 'Oklahoma', 'Owasso (Okla)']",2024-03-02T01:34:02+0000,article,U.S.
